09/11/2017:	@- "$ i) K2 ZX zj Tt Yw E. ;& kp 7r !G lJ 10 Ch >W NF Bm v+ {o \* |# yH 3M 6u (^ %8 Ve g' 
10/11/2017:	+N "k =E !\ Cl [R M> (7 2? ~n HY )K 9U FA |5 ]i ox JG #d wO $- S} p@ 0P I* ju .e zs VT q& 
11/11/2017:	"g zN _y dj n; \+ h- V9 FR >D PJ xe (5 mY :Z <i Cc !l ]2 '^ #k r$ pL AB ~q H. 6G tS Q[ KT 
12/11/2017:	~Y &# $r O! pU ?h os PQ ZD Wi n( ]@ .* /' 53 B- ,G K` "4 kt c= Hg 1v CR L6 ;z <f M> AF j+ 
13/11/2017:	dq lV O^ GD J) u: v] #, '* EB b\ `C NR 3< Y$ {S [Q oT 9z 6t sp x; K& rW >n Z@ ._ %4 L= I~ 
14/11/2017:	Ni hL _@ j6 ;} Sz \x Tt rM *P !1 FZ Y? <) :. "& D> 2Q +8 lg mv VR K^ fH bW Uq c` EI -X J, 
15/11/2017:	Ad JK ^$ fa /C Oo 2i #Z D0 1u +y :] c- {% p` jQ Lt [~ E< z& l6 s. mU w9 _r VF Iv |\ X8 (; 
16/11/2017:	x[ fG ~^ Mu S" N$ rd XJ FU ZK v3 +) WQ (6 |% ;B ._ '9 sb gC =m A1 :j a@ !0 Oz i- pe P8 lq 
17/11/2017:	1: >F J$ tl aj ry 7w Xd 5m ^b !* YG L8 }A R_ |+ i' 2v n? P\ ,) ]; T. 4E 0x {Q &W @f M` Ss 
18/11/2017:	Z= xu +U dg CB WJ No :O ^l ;# R~ .) SD XH zQ ?@ ($ `y /i Iw Ae [" LY {a FM r* m| 0t nh <k 
19/11/2017:	l( Ur Tg '? iK m! No k[ C8 \A h5 dc *I j} w~ "Y &J G0 PR #u E_ 7/ 63 x< |1 t> VW f{ M. bZ 
20/11/2017:	-x g2 ky vr 4J ]n hP YA G^ el ,j R+ NB 9d ?' u5 ~} @% $m 1o X> ;E p# T8 H[ &6 D| V` =c 7K 
21/11/2017:	!; B" l} b. H{ 4% kx Yf |O G~ r3 `j ') ,J ^N @A vg W+ C? _V /i n# 0D Uw 7: eX <6 Z( 1F M2 
22/11/2017:	T5 G. j' ^P {I 38 kR *D O0 #4 6+ !L Qz sx W1 |b lJ dn /N X= Ko $2 [~ @U ,e FM ya `& C- gE 
23/11/2017:	>6 :p s/ XZ )y t3 &` ,i ;K kO %$ U0 ec b( "= 8q 1F dj ul _n Jx 7@ WH 5~ AN 'z D. !B oM vw 
24/11/2017:	fa 6" >{ .b ^: #q *5 !u e9 ME [] Q/ W| 0S 2- IY nC s, 8L c7 JB \F $i 't OH U3 &V ?; <T ~j 
25/11/2017:	eU -h vH 'x [b 5z tE ^0 T% D: p} C] $+ Bj 8( AR 2K as `w @O "d M1 =n V4 #) NQ iI *r Xy Wf 
26/11/2017:	Gz `K aE ]R lB H0 IZ x+ n: 3U O' }7 2& jL 1. ,4 X) Q= Vv %" sp (5 *; Ai /w 8g SD _P J# Ye 
27/11/2017:	?b 7P 9[ sz `N )T ~6 A| i@ _/ :a CD d, Z" 2E Ho ]> r} gS 15 xh tf -Y .c #; Xm !F lG 4V wK 
28/11/2017:	|k S> Bu zX Ra b/ c~ j5 sI q. {E 2l wg ;C @) ZF [4 hA ?+ m# LQ 0M T& K9 =! v} d% r] 3' 7t 
29/11/2017:	gQ @m X| .} 0< [p )C +a fH zn '1 Iu Ul ]K _{ Mo Rb 2d (w ZL iJ *t "e x; YG A7 c% 9, N6 PD 
30/11/2017:	,t /Q ^x ~R SN %v $M Lz 2! 1| rZ 7i -U TY Ig fC e5 Ea qj 6+ *B OG .' ]n sA [` m\ Fh 8" H; 
01/12/2017:	hN Ac 1H wq 7x M# BU 4! J( 'S jv PW 6? 59 lo |R t* i) QZ rF m. Cy +/ a{ E2 ;s K@ :" Ou 0} 
02/12/2017:	h4 p; t[ ?o Ny P1 `= WC HG TA :# $d Kc D~ x/ ]8 Bg e{ J2 al mr z> kn <X 90 &6 )v %b }' !R 
03/12/2017:	*` qw YU ;I :G vh m] Tk _g p= }S |6 51 @/ F! so >E O. C- {) d9 MZ 7< Qt [% H~ 3n rP X' 0? 
04/12/2017:	z` )8 m1 f@ US T~ q0 7l ,{ ^i Ze !N |& -X \( /t 5a I% 2C Y" _W ]w b; v6 <P >n 94 =d pJ .y 
05/12/2017:	A* .O Z& 5x wL D6 ?3 p9 +r /m '( bP uY :, ]~ 84 Qy fT Wz E} "% >X Jg qB 1[ {; Ks #@ tV IS 
06/12/2017:	ip #k g7 \% ?^ hW _Y wO Io xv J[ dK XV t> G] e6 `0 :Z 2* '; Cu j) m8 R! Qn bU lD S5 f1 F4 
07/12/2017:	:t )R sP N} @y 8d Ub S2 7n Dj 'e ;< OW wJ 3i Hg |/ {F zK ~" ?l #C ]0 $Z >^ [% Ep !r a4 Mv 
08/12/2017:	f. '@ ql Z" z? 8{ ,( Rn }o )E Av 4B tK /D 3< HG IM eJ p> 7b am u% s0 X` #r *~ ;| T! NW 21 
09/12/2017:	t% >T RX L: a\ Ys Co AG NZ '1 8k &y h+ =B ^n U. 4" DM z) _< w@ O2 e3 6- |F [` ,Q qE ?7 l] 
10/12/2017:	go b6 9! 5B U$ T4 [W -z fq }L r/ M@ 87 j3 ut 1c Pe ?& lC v' nO V_ ). ;0 {A <= Qx E( +" >s 
11/12/2017:	A- Fj sY %2 q= 4| B( _n KN 5\ fg ~3 Dm Pk rE vp RO ?i Iy Jh G> /8 7M w@ }] 0) t* x^ cL :u 
12/12/2017:	%7 Mz CO "K 53 jr P' :( WU Ht gc lT ,} BQ !D X/ Lb oa ]= R@ GI &S Y$ q{ F? hd #e A. 6V )f 
13/12/2017:	8E $o wG {q 4m >c Rf KJ a7 SW ~@ Xp 5U HZ xl k! _D }L +I v/ .Y 13 %P (' je Q6 On F] :^ <u 
14/12/2017:	[z /) {r >m ZE `o t( |u A& vV DU <P h? ^2 M" H@ 7p 5Q kW O] FN 6R K; ay .+ $s ~q C: nJ '1 
15/12/2017:	z: @a Dh E{ 5Z ?R 18 PK yl 9* .7 cS $\ jW Nq Hw 0b _/ t6 I] "s xG g^ mo Q} `C ', J> Fd r2 
16/12/2017:	3j C; /H r8 Ls aT \_ JD 1c "~ hK *4 <V Wq 9d k, bN 72 o0 {Y in [` .S >^ !] 5? tM yU v} I- 
17/12/2017:	Qp n7 K? Rx &3 tD f9 5s @T ci qB GA *- M^ >Z 0h <_ )o LO {; }% g, kX \d v8 /y wP :$ ~+ #4 
18/12/2017:	/G R% M$ }\ )9 L! oU Eb 7j +* :w c. 4z ZI Ha &" yQ <A Y? tF SK 0{ ^v e` D1 =k 2] (5 -@ sX 
19/12/2017:	bB uH 5g 2a h= P7 KR /y ?I .w U~ Z^ $S Oo M* f0 XN A: Q& Dq 1e sV dk #} %n >! "t p_ 83 \9 
20/12/2017:	bZ (< D* kH !p &y LC O. 2s G, 5i c~ -Q nj E/ K3 JV 8B 7_ +' ]6 Uw S` %I lP W| {? 9v XT m0 
21/12/2017:	mw OT ;J es HP /` tW 3d io *I %V ,F :4 X$ gr f1 uQ YK 6U D" ~N _} &R (] nj >p kh =B |) Sv 
22/12/2017:	Xm y: @# oU %V _Y jd {S WZ 8p '/ w9 f" 4< A6 ,z &J k~ $h >3 C5 7x =* TE 0t 2s ^( I? iu aB 
23/12/2017:	g] $E @A |I zM _X as C7 "Y 6t k^ Kp =d }! 9V wB u> ;1 &/ SG ZJ #` ?N y, 5j D~ lR Tn h* :- 
24/12/2017:	`j Wp 82 hq u' 34 L= B% Fl (; !~ Mn /# |m x@ E< ^\ Gd JQ ,k tN vo $} HK DZ 1i O- w6 .g c+ 
25/12/2017:	,v $@ [O R} 7n <^ %` o? D: ;r |B /p &h z] xl )u kG V\ f3 E0 gU dX ~" Hj .A L9 wZ 6> _+ *J 
26/12/2017:	=V k] Em gO '* bs !l iD ~W a& |9 3^ }B #q XQ wN >\ tI _x f` (L pe )Z <+ Mu o8 .d %[ U; P: 
27/12/2017:	(G 7] fE 4{ 0, rv m= 8a z- !b Ng 5e V1 QA wq x^ u` i$ WX @9 +I )Z [k n? ;O 3. H& }j h# '_ 
28/12/2017:	?& (x }R vj %o LD JY E| Xk MI 2< f` 1@ !: *] ;~ As #p u> c3 4e S{ lG /O -W nH "w Nb a5 .= 
29/12/2017:	`7 k9 A- Gg ,4 >C @m {8 ;t jJ Wy 5# Nn .O _: $! dl w0 R/ F% ch e" |~ 3X [M uz SE &+ IV f} 
30/12/2017:	rE aT Ao :7 iw `4 dn k= ,< )f Sl 0~ 8N -v J; 6? H/ Rb WC yB MQ \c h_ +' 2V }j {* xp g3 I% 
31/12/2017:	0> k# qd \V zY L^ *h u5 D/ 8f iF X( `e Wt 13 oj ?a EH J] ms '@ [+ "N 4x lg Tw yA .P 96 :2 
01/01/2018:	Q0 Nc {" Zr 7x G` k, vs A~ e5 &8 #z _j HI Vq w; )t K* ]@ Ji o| 1E uU L4 :$ 2> M^ pW 6} .< 
02/01/2018:	2Q EL &z R8 t6 B? o7 %d "/ nu cw >T [h 3A D! +{ ;p H\ Ja <. bK (x i| 0X r: v_ Y* q, m1 jy 
03/01/2018:	`} Z[ Rg id s: Ye 2F u3 bh 7/ +D =n >l ,M kC X- Gv BW !" ^O jp fJ QN xo &P *T mV 5H KS r0 
04/01/2018:	op !+ ti |H w# )q 1y *< "0 aW s> 34 Mu /D N$ v( Y: -? P_ V% TB O2 ]{ 8; ZI k6 K~ gd 5h nC 
05/01/2018:	JZ }V t< ?e l( ng jM )6 8& /- Oo bX 14 \x QF |5 d7 {L ]k 3. 2C s: EK pm vA H= z0 q> 'N #[ 
06/01/2018:	hY a0 )6 d= 7p Ov D' k4 J+ u% Vm ,W sX PM AU b& -x ;} \2 H` q1 g~ rS .e @3 #N f< iL ?" |Q 
07/01/2018:	0S Wo Cq +; :O }) (l cX j! y, [V I' Fv 82 Lk `? i% pE Jz 36 A. 4g $b >f P9 a= 5G ZD em /{ 
08/01/2018:	N) [n ./ MJ tx }F g" Gw s% 30 9? Vv PB Er 8< zd ,o ]Y *> !S c: -$ Zf b1 hj 6` D~ mR pe UL 
09/01/2018:	DY ,d `7 1\ @p %< N- sC &' bi EH g= R{ 3x w[ IS $0 vZ MA e+ (J K: ~y hU LF OT "} BW #j cm 
10/01/2018:	<L v] q( Un %[ u# gi "d Ym ;, ez >h )D +j 0` QA ?H /3 fC k. &a _O -5 BE K7 yM rW ^9 PJ 8T 
11/01/2018:	MR F} .? zd 3H _V ($ =X U| ZK u6 yf >[ jn <h 7t ~G x' "] Y0 pA ,C 5^ r* ab \l )- c: BS vW 
12/01/2018:	>q ,3 MV 0. Wx an Qz ON Zy Iw [4 +5 XP Ku :D BU kA H; o= {! -t *< 2Y c\ }) 1_ &p Gf ~h Fe 
13/01/2018:	vo <+ MU ru wB *d Ns X\ ^Z ;l L' K) f, D= Pq C# &! W/ @n xg S> Gi A% It Jm 2z y? {. -( Ek 
14/01/2018:	N$ sm 1J W7 pH Sz =t :. q8 a* 5< +> _c #v 63 [) Lj le I` VE Au ZM bw -F oG @0 /h ?f '2 ~k 
15/01/2018:	l3 ut ~? Y} Sg EH "X &] #s jh Qw i7 -/ 8_ 6d p+ c0 be By KU {^ :k >@ $Z f| N; <( oW *O z9 
16/01/2018:	>f .n 9J b& Ek \P A` 6[ ew d% {g +r hQ iN @# 4j 1z Zo G, }v )" y< Vl Tp RL 'B 7- ID ?| K$ 
17/01/2018:	a{ 0i n} P% #9 KT yU VM RB ;G )1 7E C5 Zc jh $l <N A6 sk `/ '( zS _w v3 JI p| Lx o> Df :~ 
18/01/2018:	*U V/ gv q@ ns k4 IP 8i $~ rt pj W2 %1 #G O, {; ?A +T }( x' mh X5 Q[ M- KN od D] eu >9 CZ 
19/01/2018:	wF |e 5Y -Z ;2 W\ hQ _i b] lm 4d {R OJ 0D 6V 9P #C ^y s/ '% tS BA g? r} =a &, Xu [j TG .x 
20/01/2018:	w7 rc 5B ~% lq iR H4 F] YT Go fd 8= $x 1s p" n[ Cy K@ 'b 9a <) Vv +U /_ MZ \. ;^ (e :I ,3 
21/01/2018:	U< 9P 2D }. zN "J %) =b +B ($ i* ^C r! hf vl SM k8 TQ {_ ~| >@ aL Gd ?A Ys wc Z` e& uX n/ 
22/01/2018:	jP m9 id n) M< H& pb zr ga vD w% X4 $u J` T8 5> Y* el ;{ UI N? R: Ah y' [~ -G =f "o cC V^ 
23/01/2018:	40 |- B' ;o ?x u~ j* `) VY T] !$ \y Nd q8 E" PQ kM 1^ Jg rw zO 3v [I Li &D l, U# As {9 C7 
24/01/2018:	p* yC O2 Vs d. }z ah FQ \S LD '0 (i co ^n !Y Mj &$ 1] qG =5 4R A" @w </ x[ :T U7 K9 eb -| 
25/01/2018:	r* dF Tg ME <' pS Zq 8f O] sy 50 7@ >H G/ 6[ t\ 2{ iB De .R YN b& )j x! ?o z, }u |L K; Il 
26/01/2018:	+o fM R/ &) #\ jD -Y T5 Gq 0K OZ @H 3h :U tb d> ?i a( ve %m '} QF r, sC ]w 8V ;E A6 2< 7= 
27/01/2018:	Rn M& w{ |` fI UO j) Ds ,* 9V P= (W G! 4Y 1] vT g> oa 6; N[ hr \J cp bX }' z8 7C %? :~ A@ 
28/01/2018:	sl )* T{ FR tK (p !? #\ :8 yk B} 2a Me O3 ^U gQ H1 `/ Vn j+ A~ .- >N 'P u@ wo ,X C| 7I r< 
29/01/2018:	]! %c Oy az /C x( 'K m. i> sY _w t, q5 @h `d ^J )} X0 ?8 LU 7o <N {~ Ir 9R F- A; #Q *v 2P 
30/01/2018:	uU nj 4b M" ~O W[ _F (7 e) T% ^i /' rz h{ !8 xS 3E 2& `: <B ,d m] qw N= vI Xt QH 6P ?C >k 
31/01/2018:	sz \O f_ mX e" BE T@ KV l? 5% J( FH M8 [] cA }Z ;3 )n I+ ND 2Q R6 uw S/ #i h1 ~g qG py UL 
01/02/2018:	ZT Is 'm "} )] %L [N |* ~i (& ;- px <d 4F 8y `b h: vX uC ^W D_ Uc a/ Bk Jr fG On A3 !\ 26 
02/02/2018:	~w :S G` p3 go Dl .' {9 JI mn @b df 4N #] T< *+ Q% zk )X iy 0Z s? !^ |_ K1 (U "W eh cF BV 
03/02/2018:	e' -t )6 %" gR J( ?\ :P WC N_ Hl ~r AM `< /U p& 0f {L ;c 5T sk 8+ SQ |y wh 3] Od qj vz Ba 
04/02/2018:	jO z} ], >i 8< Y5 uQ H# U: ;d {$ g% )b n` fI 9l oE Am !1 BW ^T 0[ 4C Lk ?\ X" V* pe -= '/ 
05/02/2018:	@A QZ hw &8 Wr 3u ." ok += If *) /J C5 sn OS j\ BR _K x^ y$ %# 2t LT D0 EF |~ lU [, 1G ?; 
06/02/2018:	<' r` -R GF :E a1 vX @_ $= h8 ,# [g ?m ;{ pQ /P +| CA "D 9! ou U( K* qw SZ 6^ H5 0n yj >k 
07/02/2018:	H+ }C Q7 K5 @M X` %J t9 #? kg ~* &= Wc 6m 4Y d, na !\ Db EG i: _O N| AB f1 "- <v F( 'L jI 
08/02/2018:	)o XK {f Z| N= g} %3 eT 7q sb 0F JQ -/ rc xd V2 .& zH `l ]p *B Yk SP Gt >' 9# @$ ,5 vj ;M 
09/02/2018:	V: uF qJ Pb &5 d` -= xZ fe UC HQ aj rv Si E% 9\ 6# /4 B) ty D[ g| c. sT A; (+ *' @L hX N7 
10/02/2018:	(o AQ D6 :t 0$ %# u/ i- 3J ]~ |< M& 8O 4w V` _E aU >f {j rG Hq ^d Y7 )! =@ B} RL p[ ?' NT 
11/02/2018:	pm wu W@ +S aT x& Ko |! A? -5 ft kj #c 1n Y9 '0 D( JG %C bX Vg P4 HO <h $* 78 N^ 6> is _/ 
12/02/2018:	wc VT sQ ir AD LW z: hK %H }_ 3F ({ eJ !^ pM B| )[ y1 5t X+ '] S2 $m o& 0q @U n7 uf <E G6 
13/02/2018:	Ah *7 Up JL _$ I= VG Fa Zx )q 5z fX oK jP ,T \> |^ :2 sH C/ }~ m% ?u .' `( wW <4 93 c8 ;Q 
14/02/2018:	4d =' P/ |w bH .} 9x vK <B 6r nj +X 7& `m Rt 3O z[ \p *F ?: A{ o] lJ #" ^5 QY CE -! eV yN 
15/02/2018:	&O -r qW 5o f> KH %8 *~ .\ v] Z; T? mb $/ L1 <# jI ht 2G `= XN i^ l[ p" )a BE eS zk c3 VP 
16/02/2018:	4L bf @A 7= jP lC )Q Wg <5 *& 9B Fk 8M Xq ;s c{ }' Se $+ d[ |U .G ^t (I NH Ki O% m` J2 a0 
17/02/2018:	a, }( yR >\ {B V` 34 ?H ~. -F E! )k 6N IG "g $| Ds xu 5/ nz T] [' vW 9# rq CP Y@ 7Q tX pi 
18/02/2018:	OH Q( _g X] !T 4U 32 9b \# L[ )? E& lc dM nr <G kV z~ f: 0P 1{ ot 5A va KN =I }J W^ +> y. 
19/02/2018:	Vi ,z !> ;y 3U /n <- _O oA 7D 2. YM J{ :L f8 "x a+ Qw Bj Hr v' ?4 %P $c 5d @h *I p= \S eu 
20/02/2018:	8S wY dR l< f1 ]I ^@ (s DT rc ey 5b N) 2! uG M+ {Q >a .; F- Am }U Ko ?\ EX JC /n k4 H` 6B 
21/02/2018:	Q# 7X sy G* bp 2> lA 'B %- &N eE )J Lj rU V0 /! |a ;O 6v oW z{ :w ~< I. fY "q \F h} cH 8@ 
22/02/2018:	em a% @: ?/ gv -$ Rs QB 7j dJ Mp EZ >' 80 x) Ow 5r 9u qG bN ]\ Sz *D ~} &6 [+ Pi f4 K{ C< 
23/02/2018:	H0 P- `O g3 z= )? 4\ C8 K' vh ;y rl >_ VG ei a{ Q/ w7 .s nY !B WU <$ 6& FR JN 2u ~x :X 1% 
24/02/2018:	L! ?4 XF G) T0 fu gO E* mz 7R 2- ={ 3$ Wx >. VH _# rj 18 /9 N; a^ P~ 6I ,| A\ C[ D+ K' w5 
25/02/2018:	l# +* =\ qg ^v yi 8M YL JC eR Z/ %j 1t ~W 2{ N" )P ,f G& k_ FQ oh -@ m| Ia xw b$ Od !' uV 
26/02/2018:	>G }U 7Q ;I @Z )$ `. M9 vt yA "0 PC R: =\ Xd H6 b^ ?z L8 5h Dj Er _o <+ n- mN ig uf ~( %| 
27/02/2018:	6L |l 2( fT \w kR G- 7~ ;` AZ xW *J .U H" i{ }> r$ :o 5< u) ^Q c' 9p NE P! d+ ?F %O bv 1[ 
28/02/2018:	8> 2y bF )7 DA Ri P, 0J Qr XO ?w g| [5 t: +9 Z\ #$ Ln U} ep vH @u B% 3V WI a~ <^ -o Ns qc 
01/03/2018:	RE Ud 65 P` p~ }] Q, ;2 CL r/ a_ >) -@ u\ "+ {F sA I? k* 3t 4S 'B G: Wh =b io [& jx <g %K 
02/03/2018:	m3 RE J7 }V =P ]I CB v, fw HU ;{ #T 1" bn Gl 8a Dg ?+ zQ <' _6 tr 2: d9 `~ Ky NZ @O )$ uh 
03/03/2018:	bi X^ Hd Am C? %~ nt qu 5P .6 yN x_ wg Ij `, O< 8: lE a+ Ds =) 7! [& Uv }> p3 F# ;c 4S "f 
04/03/2018:	*n (& +A <Z ;s -! %@ H" rf 2{ oc Fv BM gK Wj aJ Vz `6 ~L DG N7 y3 8] Rx =k '. C# qh d0 _E 
05/03/2018:	_` :A uP +v bp /o tS >z R7 ;k B2 ]^ #H DC we F@ $[ c- W9 8T f| 3, <m }s Nn 0( Y" O? =X ~h 
06/03/2018:	+" dS 8( pK tW |{ V% T7 ey PI Qz hF Gm n, AM 2l Ci )@ !^ E1 ?s :/ ak L= .4 O5 oB b[ >X $; 
07/03/2018:	LY +r \y ph zb m> 2) 9j vf aB 04 #J `' X1 |W Z- 3= 6P N$ @C A% R~ DT nO ." [( _M uH Sw F5 
08/03/2018:	lB t, 9v /7 Xi }e ^@ Qo I[ Z& 3V aY r? hW _) Rf AS d: kc jG `g b5 ;6 FH T0 zn ]D EC #! KU 
09/03/2018:	ME 7% ,: AP @8 H) #' S~ F\ `/ ]Q e9 !G l_ >v kq "R 14 -B nj .T 0| pC W6 yg V3 d= m? }z fc 
10/03/2018:	xU @P N^ !; +4 &[ 0l I) o3 TH 5/ RX B_ ]2 :. wy $\ k( sM A1 }8 rt cm "d 6j Je L? ,a 9p |g 
11/03/2018:	f/ Kt ?q QS uJ MW 2E jD cG 3R vF Pe sb Zp 1O #; 9w d! mV NB U& =o 7g C@ n* yY <+ 8[ >H -) 
12/03/2018:	ZN &w rf ?M !} 6$ (A -I Y: J* l| 1X S, "= Ci \< Dt +x K{ @/ Ub `8 9j #' pE zg oe _y ]2 7R 
13/03/2018:	-j R4 zH As )h uO 2t *L f^ Fi =/ aZ ?` %o (B <& \E vp }; !| PG eU 63 Nq 7w S_ .l I' {k V5 
14/03/2018:	E4 VT {; 8` _n #j lk =^ )N xh Q& Wp ]} >2 -H aC Ar 3~ Jq m? /" (y G@ i[ 7g I% Ob Pu w! oF 
15/03/2018:	0# }r MA ?J c/ 6H &$ be ~] +L 3s \B *@ ,U P. mC Za oT qR u! >1 <S 5I W% wl |i j7 (4 En gv 
16/03/2018:	R5 K= TH e# 6u p@ .t %, /7 LB (S s$ 1W zb CA mF 0& M+ [Y 'V IO ]l g^ `w q| Xh 4D <8 E" f- 
17/03/2018:	4, O( Wm Pk *V {p tI z1 =r &Y L: G% >M g0 ]7 ;. 6" N9 ^J sU uQ aj -C Z2 ?/ @A )f qc no 3D 
18/03/2018:	o. jX ~* i6 s: -] Fm EA dP Gh Tp =} ZC \3 2& $; lk #% xy Jf Y' >( ^< NW e/ wR K| aL gI r) 
19/03/2018:	wW 4l ^6 8@ ]F TP A) 2h K1 VB gq "& O~ .( :0 Im `_ 3b #j *v 9z <s =' }5 YG eD J| ui p+ -% 
20/03/2018:	fA #m $0 Wr U) ;H =< j7 ^' a~ 3! 4| ]@ "k OX wZ %z &u *} DV _l Y/ NB hF ,t L- yK :1 Se M\ 
21/03/2018:	B6 Pj xm bV qs "T `3 .{ Yl #2 r( L} C, Zu Ed ]Q ~& %R <7 _9 1U ;\ /S )J H5 Of W! Ki Gg k[ 
22/03/2018:	+I :D -l 35 &c ZF X~ _0 @p uV .z k} d{ t< !H UT ]m fq rS We g> Ks |R aN "j `2 hE ,$ vL CM 
23/03/2018:	yu rX LP o| j! 2? HA ;\ &V %x <N n3 (F U: 0i =C mM /@ {f k] J} 7I Tg Oa zp vZ "5 wl -[ ^` 
24/03/2018:	sz bj kB 5, \G Fv uQ Z: qY X& Ea 41 8S }W "@ L7 =^ KH V) M# N9 $P t* 2` w- ]U |J An .p l_ 
25/03/2018:	P( l4 Hn r= )V wN q} ?e Ws 1{ ux G7 L! Am ~v ;p 0t YJ O^ ]f M' 9/ 8` .: +_ zI >5 @C *% \S 
26/03/2018:	=C ?d \l K, XP i] me 8r tI N| 4W vM @q u* 5p <T /" '- s^ {B xg nJ )9 jh [% .7 Ay Q& 0G 2U 
27/03/2018:	+, C5 L_ Sk oy >: f$ t[ &! 6j R? si e9 *N \" Hz OE nZ c# %u T4 |{ .J 2G `8 v1 =< pV a0 7A 
28/03/2018:	z] px yA b{ Q> =q ^e t$ 7g U) iF 2` |[ Zn *a '< Wh u5 Vw 3H l+ \I J9 mk /T OM &L (C ;6 #. 
29/03/2018:	XW lK 9[ 3E vT 7N a/ .2 O' {n Ii }w td 4L kh Q= ~S Z" 0$ JR Ps @j r& VU DC G_ *5 (z xH o> 
30/03/2018:	fD Es "] 5C p_ ji /) <{ Q: Sm NL vk gh -\ %, Hu &M yI #~ 9. *1 [W wl ^x 2F X} z$ a@ e8 `o 
31/03/2018:	N* A7 V% l@ C? Tt M. g6 vj ;F 1W Xa wB :_ `z }P +| RO c{ S^ o\ Q9 p, Ir i$ ZU !u Y' ]< ~b 
01/04/2018:	l> q, uT 'O \{ )^ /1 =2 s~ ;n Bh !U Kb dR V] E} z< ov Di @Q H_ kL ZI ?W $` rt 9p GJ %8 f( 
02/04/2018:	=Q X` [h oH ;Y W{ +i \5 %4 bd Oq cy fA 3w }t 8l s$ a] v/ <_ :! F) T( *. ,9 IL D@ GU Vp Ej 
03/04/2018:	Dx &E c3 -w ~, b) [k /+ :< 'X M{ qB "d %$ jz Su ^P *Y 7` }v 29 FQ GI hs L= o@ f_ y0 V1 8W 
04/04/2018:	;Q 's qN cu y) o9 IU kT &! H| 4% m] #f ?i lM ^z S0 v_ bZ PG +a BF J< tg W: d2 }X =$ 3{ 8. 
05/04/2018:	?* P} D1 de "V NO Lx `q M- .R A= 'f [W FZ ;S 5$ 3# 6h Q~ i4 %y {E p_ /& 9G K^ vu |H !t rc 
06/04/2018:	~? *$ Wf u7 Lg En Tj N2 d} Y\ ;[ 0s Kz CA _U `< qG lX I8 tJ 6/ e5 +k '| #w oP mB ra i> 4p 
07/04/2018:	GB \7 !$ `F hK >3 1- mg Xc DO WZ l% (a z) Y, T9 /~ xL *r 5' e. :C jy ^R M4 &[ }6 {< ;t Hd 
